
--- [START 2017-12-01 02:23:34] ----------------------------------------------------------------

** some experiment setting **
	SEED         = 123456
	PROJECT_PATH = ./project
	out_dir      = ../

** net setting **
<class 'net.inception_v3.Inception3'>


** dataset setting **
	len(train_dataset)  = 12118359
	len(valid_dataset)  = 252934
	len(train_loader)   = 94674
	len(valid_loadernum_iters)   = 1977
	batch_size  = 128
	iter_accum  = 4
	batch_size*iter_accum  = 512
	loading @ initial_checkpoint = ../checkpoint/best_train_model.pth
=> loaded checkpoint '../checkpoint/best_train_model.pth' (epoch: 2.996899977959062, iter: 75400.0, best_train_acc: 0.7026953125, best_valid_acc: 0.6677215189873418)** start training here! **
	optimizer=<torch.optim.sgd.SGD object at 0x7efe723dac50>
   rate   iter   epoch  | valid_loss/acc | train_loss/acc | batch_loss/acc | total time | avg iter time | i j |
----------------------------------------------------------------------------------------------------------------
0.0000   75.4 k   3.00  | 0.0000  0.0000 | 0.0000  0.0000 | 0.0000  0.0000 |     0 min |  0.00 s | 75400,0 
0.0001   75.5 k   3.00  | 0.0000  0.0000 | 1.3725  0.6911 | 1.5733  0.6328 |    10 min |  1.13 s | 75480,320 
0.0001   75.5 k   3.00  | 0.0000  0.0000 | 1.3724  0.6917 | 1.1189  0.7812 |    11 min |  1.13 s | 75485,340 
0.0001   75.5 k   3.00  | 0.0000  0.0000 | 1.3712  0.6938 | 1.4265  0.7188 |    11 min |  1.13 s | 75490,360 
0.0001   75.5 k   3.00  | 0.0000  0.0000 | 1.3607  0.6953 | 1.4290  0.6953 |    12 min |  1.13 s | 75495,380 
0.0001   75.5 k   3.00  | 0.0000  0.0000 | 1.3623  0.6947 | 1.5336  0.6562 |    13 min |  1.13 s | 75500,400 
0.0001   75.5 k   3.00  | 1.5316  0.6637 | 1.3625  0.7023 | 1.5257  0.6719 |    14 min |  1.13 s | 75505,420 
0.0001   75.5 k   3.00  | 1.5316  0.6637 | 1.3688  0.6963 | 1.3595  0.6797 |    15 min |  1.13 s | 75510,440 
0.0001   75.5 k   3.00  | 1.5316  0.6637 | 1.3500  0.6988 | 1.2758  0.7109 |    15 min |  1.13 s | 75515,460 
0.0001   75.5 k   3.00  | 1.5316  0.6637 | 1.3556  0.6954 | 1.3853  0.6484 |    16 min |  1.13 s | 75520,480 
0.0001   75.5 k   3.00  | 1.5316  0.6637 | 1.3675  0.6922 | 0.9722  0.7578 |    17 min |  1.13 s | 75525,500 
0.0001   75.5 k   3.00  | 1.5316  0.6637 | 1.3640  0.6926 | 1.1719  0.6953 |    17 min |  1.13 s | 75530,520 
0.0001   75.5 k   3.00  | 1.5316  0.6637 | 1.3715  0.6912 | 1.5181  0.6719 |    18 min |  1.13 s | 75535,540 
0.0001   75.5 k   3.00  | 1.5316  0.6637 | 1.3732  0.6907 | 1.4051  0.6875 |    19 min |  1.13 s | 75540,560 
0.0001   75.5 k   3.00  | 1.5316  0.6637 | 1.3731  0.6918 | 1.5905  0.6797 |    19 min |  1.13 s | 75545,580 
0.0001   75.5 k   3.00  | 1.5316  0.6637 | 1.3725  0.6933 | 1.4529  0.6875 |    20 min |  1.13 s | 75550,600 
0.0001   75.6 k   3.00  | 1.5316  0.6637 | 1.3386  0.7048 | 1.7593  0.6328 |    20 min |  1.13 s | 75555,620 
0.0001   75.6 k   3.00  | 1.5316  0.6637 | 1.3661  0.6957 | 0.9442  0.7656 |    21 min |  1.13 s | 75560,640 
0.0001   75.6 k   3.00  | 1.5316  0.6637 | 1.3775  0.6943 | 1.3011  0.7422 |    22 min |  1.13 s | 75565,660 
0.0001   75.6 k   3.00  | 1.5316  0.6637 | 1.3686  0.6925 | 1.4797  0.6797 |    22 min |  1.13 s | 75570,680 
0.0001   75.6 k   3.00  | 1.5316  0.6637 | 1.3647  0.6949 | 1.5651  0.6562 |    23 min |  1.13 s | 75575,700 
0.0001   75.6 k   3.00  | 1.5316  0.6637 | 1.3704  0.6922 | 1.5703  0.6562 |    24 min |  1.13 s | 75580,720 
0.0001   75.6 k   3.00  | 1.5316  0.6637 | 1.3685  0.6912 | 1.4729  0.6797 |    24 min |  1.13 s | 75585,740 
0.0001   75.6 k   3.00  | 1.5316  0.6637 | 1.3652  0.6920 | 1.5450  0.6641 |    25 min |  1.13 s | 75590,760 
0.0001   75.6 k   3.01  | 1.5316  0.6637 | 1.3530  0.6945 | 1.3870  0.6875 |    26 min |  1.13 s | 75595,780 
0.0001   75.6 k   3.01  | 1.5316  0.6637 | 1.3538  0.6943 | 1.3493  0.6797 |    26 min |  1.13 s | 75600,800 
0.0001   75.6 k   3.01  | 1.5322  0.6644 | 1.3650  0.6941 | 1.1517  0.7422 |    28 min |  1.13 s | 75605,820 
0.0001   75.6 k   3.01  | 1.5322  0.6644 | 1.3591  0.6929 | 1.3500  0.7109 |    28 min |  1.13 s | 75610,840 
0.0001   75.6 k   3.01  | 1.5322  0.6644 | 1.3453  0.6958 | 1.2152  0.7188 |    29 min |  1.13 s | 75615,860 
0.0001   75.6 k   3.01  | 1.5322  0.6644 | 1.3401  0.6974 | 1.2757  0.6797 |    30 min |  1.13 s | 75620,880 
0.0001   75.6 k   3.01  | 1.5322  0.6644 | 1.3370  0.6979 | 1.2471  0.6953 |    30 min |  1.13 s | 75625,900 
0.0001   75.6 k   3.01  | 1.5322  0.6644 | 1.3423  0.6966 | 1.4581  0.6719 |    31 min |  1.13 s | 75630,920 
0.0001   75.6 k   3.01  | 1.5322  0.6644 | 1.3356  0.6974 | 1.3981  0.7344 |    31 min |  1.13 s | 75635,940 
0.0001   75.6 k   3.01  | 1.5322  0.6644 | 1.3490  0.6942 | 1.4488  0.7188 |    32 min |  1.13 s | 75640,960 
0.0001   75.6 k   3.01  | 1.5322  0.6644 | 1.3475  0.6947 | 1.2061  0.7422 |    33 min |  1.13 s | 75645,980 
0.0001   75.7 k   3.01  | 1.5322  0.6644 | 1.3518  0.6948 | 1.5707  0.6719 |    33 min |  1.13 s | 75650,1000 
0.0001   75.7 k   3.01  | 1.5322  0.6644 | 1.3413  0.6965 | 1.2877  0.6562 |    34 min |  1.13 s | 75655,1020 
0.0001   75.7 k   3.01  | 1.5322  0.6644 | 1.3185  0.6985 | 1.6218  0.5938 |    35 min |  1.13 s | 75660,1040 
0.0001   75.7 k   3.01  | 1.5322  0.6644 | 1.3272  0.6965 | 1.3964  0.6719 |    35 min |  1.13 s | 75665,1060 
0.0001   75.7 k   3.01  | 1.5322  0.6644 | 1.3483  0.6975 | 1.1903  0.7734 |    36 min |  1.13 s | 75670,1080 
0.0001   75.7 k   3.01  | 1.5322  0.6644 | 1.3347  0.7000 | 1.4782  0.6328 |    36 min |  1.13 s | 75675,1100 
0.0001   75.7 k   3.01  | 1.5322  0.6644 | 1.3395  0.6987 | 1.4823  0.6719 |    37 min |  1.13 s | 75680,1120 
0.0001   75.7 k   3.01  | 1.5322  0.6644 | 1.3418  0.6984 | 1.2849  0.7266 |    38 min |  1.13 s | 75685,1140 
0.0001   75.7 k   3.01  | 1.5322  0.6644 | 1.3451  0.6981 | 1.3084  0.6875 |    38 min |  1.13 s | 75690,1160 
0.0001   75.7 k   3.01  | 1.5322  0.6644 | 1.3482  0.6971 | 1.1341  0.7188 |    39 min |  1.13 s | 75695,1180 
0.0001   75.7 k   3.01  | 1.5322  0.6644 | 1.3512  0.6966 | 1.3448  0.6641 |    40 min |  1.13 s | 75700,1200 
0.0001   75.7 k   3.01  | 1.5259  0.6636 | 1.3144  0.6994 | 1.0639  0.7500 |    41 min |  1.13 s | 75705,1220 
0.0001   75.7 k   3.01  | 1.5259  0.6636 | 1.3415  0.6991 | 1.4657  0.6797 |    42 min |  1.13 s | 75710,1240 
0.0001   75.7 k   3.01  | 1.5259  0.6636 | 1.3343  0.6982 | 1.0293  0.7109 |    42 min |  1.13 s | 75715,1260 
0.0001   75.7 k   3.01  | 1.5259  0.6636 | 1.3199  0.6994 | 1.4491  0.6484 |    43 min |  1.13 s | 75720,1280 
0.0001   75.7 k   3.01  | 1.5259  0.6636 | 1.3325  0.6952 | 1.2659  0.6641 |    44 min |  1.13 s | 75725,1300 
0.0001   75.7 k   3.01  | 1.5259  0.6636 | 1.3369  0.6949 | 1.0318  0.7812 |    44 min |  1.13 s | 75730,1320 
0.0001   75.7 k   3.01  | 1.5259  0.6636 | 1.3442  0.6941 | 1.2744  0.7188 |    45 min |  1.13 s | 75735,1340 
0.0001   75.7 k   3.01  | 1.5259  0.6636 | 1.3531  0.6929 | 1.1060  0.7500 |    46 min |  1.13 s | 75740,1360 
0.0001   75.7 k   3.01  | 1.5259  0.6636 | 1.3574  0.6924 | 1.3336  0.6719 |    46 min |  1.13 s | 75745,1380 
0.0001   75.8 k   3.01  | 1.5259  0.6636 | 1.3563  0.6930 | 1.3072  0.6953 |    47 min |  1.13 s | 75750,1400 
0.0001   75.8 k   3.01  | 1.5259  0.6636 | 1.3600  0.6924 | 1.4634  0.6641 |    47 min |  1.13 s | 75755,1420 
0.0001   75.8 k   3.01  | 1.5259  0.6636 | 1.3586  0.6967 | 0.9615  0.7812 |    48 min |  1.13 s | 75760,1440 
0.0001   75.8 k   3.01  | 1.5259  0.6636 | 1.3473  0.6986 | 1.4204  0.6719 |    49 min |  1.13 s | 75765,1460 
0.0001   75.8 k   3.01  | 1.5259  0.6636 | 1.3441  0.6987 | 1.0689  0.7422 |    49 min |  1.13 s | 75770,1480 
0.0001   75.8 k   3.01  | 1.5259  0.6636 | 1.3493  0.6963 | 1.2733  0.6719 |    50 min |  1.13 s | 75775,1500 
0.0001   75.8 k   3.01  | 1.5259  0.6636 | 1.3538  0.6953 | 1.2921  0.6953 |    51 min |  1.13 s | 75780,1520 
0.0001   75.8 k   3.01  | 1.5259  0.6636 | 1.3549  0.6951 | 1.0579  0.7266 |    51 min |  1.13 s | 75785,1540 
0.0001   75.8 k   3.01  | 1.5259  0.6636 | 1.3580  0.6948 | 1.2316  0.7344 |    52 min |  1.13 s | 75790,1560 
0.0001   75.8 k   3.01  | 1.5259  0.6636 | 1.3539  0.6951 | 1.3384  0.6641 |    52 min |  1.13 s | 75795,1580 
0.0001   75.8 k   3.01  | 1.5259  0.6636 | 1.3525  0.6954 | 1.3262  0.7188 |    53 min |  1.13 s | 75800,1600 
0.0001   75.8 k   3.01  | 1.5352  0.6659 | 1.2913  0.7171 | 1.0653  0.7891 |    55 min |  1.13 s | 75805,1620 
0.0001   75.8 k   3.01  | 1.5352  0.6659 | 1.2975  0.7125 | 1.2419  0.7422 |    55 min |  1.13 s | 75810,1640 
0.0001   75.8 k   3.01  | 1.5352  0.6659 | 1.2792  0.7144 | 1.5221  0.7109 |    56 min |  1.13 s | 75815,1660 
0.0001   75.8 k   3.01  | 1.5352  0.6659 | 1.3102  0.7082 | 1.2149  0.6797 |    56 min |  1.13 s | 75820,1680 
0.0001   75.8 k   3.01  | 1.5352  0.6659 | 1.3293  0.7044 | 1.4710  0.7188 |    57 min |  1.13 s | 75825,1700 
0.0001   75.8 k   3.02  | 1.5352  0.6659 | 1.3296  0.7023 | 1.2644  0.7109 |    58 min |  1.13 s | 75830,1720 
0.0001   75.8 k   3.02  | 1.5352  0.6659 | 1.3296  0.7023 | 1.3983  0.6953 |    58 min |  1.13 s | 75835,1740 
0.0001   75.8 k   3.02  | 1.5352  0.6659 | 1.3415  0.7004 | 1.3629  0.7109 |    59 min |  1.13 s | 75840,1760 
0.0001   75.8 k   3.02  | 1.5352  0.6659 | 1.3498  0.7004 | 1.1997  0.7422 |    60 min |  1.13 s | 75845,1780 
0.0001   75.8 k   3.02  | 1.5352  0.6659 | 1.3467  0.7012 | 1.3354  0.7031 |    60 min |  1.13 s | 75850,1800 
0.0001   75.9 k   3.02  | 1.5352  0.6659 | 1.3042  0.6986 | 1.4191  0.6719 |    61 min |  1.13 s | 75855,1820 
0.0001   75.9 k   3.02  | 1.5352  0.6659 | 1.3043  0.7013 | 1.1741  0.7266 |    62 min |  1.13 s | 75860,1840 
0.0001   75.9 k   3.02  | 1.5352  0.6659 | 1.3271  0.7013 | 1.4992  0.7031 |    62 min |  1.13 s | 75865,1860 
0.0001   75.9 k   3.02  | 1.5352  0.6659 | 1.3276  0.6998 | 1.3989  0.6875 |    63 min |  1.13 s | 75870,1880 
0.0001   75.9 k   3.02  | 1.5352  0.6659 | 1.3255  0.7013 | 1.5285  0.6562 |    63 min |  1.13 s | 75875,1900 
0.0001   75.9 k   3.02  | 1.5352  0.6659 | 1.3417  0.6979 | 1.3414  0.7188 |    64 min |  1.13 s | 75880,1920 
0.0001   75.9 k   3.02  | 1.5352  0.6659 | 1.3456  0.6974 | 1.1775  0.7500 |    65 min |  1.13 s | 75885,1940 
0.0001   75.9 k   3.02  | 1.5352  0.6659 | 1.3471  0.6960 | 1.5121  0.6562 |    65 min |  1.13 s | 75890,1960 
0.0001   75.9 k   3.02  | 1.5352  0.6659 | 1.3497  0.6957 | 1.1411  0.7578 |    66 min |  1.13 s | 75895,1980 
0.0001   75.9 k   3.02  | 1.5352  0.6659 | 1.3591  0.6941 | 1.1936  0.7031 |    67 min |  1.13 s | 75900,2000 
0.0001   75.9 k   3.02  | 1.5354  0.6645 | 1.3879  0.6838 | 1.3757  0.6875 |    68 min |  1.13 s | 75905,2020 
0.0001   75.9 k   3.02  | 1.5354  0.6645 | 1.3469  0.6897 | 1.6968  0.6250 |    69 min |  1.13 s | 75910,2040 
0.0001   75.9 k   3.02  | 1.5354  0.6645 | 1.3315  0.6957 | 1.4466  0.7031 |    69 min |  1.13 s | 75915,2060 
0.0001   75.9 k   3.02  | 1.5354  0.6645 | 1.3370  0.6937 | 1.2841  0.6875 |    70 min |  1.13 s | 75920,2080 
0.0001   75.9 k   3.02  | 1.5354  0.6645 | 1.3523  0.6931 | 1.2680  0.6953 |    71 min |  1.13 s | 75925,2100 
0.0001   75.9 k   3.02  | 1.5354  0.6645 | 1.3450  0.6961 | 1.4968  0.7031 |    71 min |  1.13 s | 75930,2120 
0.0001   75.9 k   3.02  | 1.5354  0.6645 | 1.3476  0.6960 | 1.2116  0.7188 |    72 min |  1.13 s | 75935,2140 
0.0001   75.9 k   3.02  | 1.5354  0.6645 | 1.3431  0.6977 | 1.3712  0.6719 |    72 min |  1.13 s | 75940,2160 
0.0001   75.9 k   3.02  | 1.5354  0.6645 | 1.3357  0.6990 | 1.5102  0.6719 |    73 min |  1.13 s | 75945,2180 
0.0001   76.0 k   3.02  | 1.5354  0.6645 | 1.3366  0.6978 | 1.1635  0.7188 |    74 min |  1.13 s | 75950,2200 
0.0001   76.0 k   3.02  | 1.5354  0.6645 | 1.3951  0.6904 | 1.2741  0.6797 |    74 min |  1.13 s | 75955,2220 
0.0001   76.0 k   3.02  | 1.5354  0.6645 | 1.3600  0.6913 | 1.0510  0.7578 |    75 min |  1.13 s | 75960,2240 
0.0001   76.0 k   3.02  | 1.5354  0.6645 | 1.3562  0.6935 | 1.2414  0.7109 |    76 min |  1.13 s | 75965,2260 
0.0001   76.0 k   3.02  | 1.5354  0.6645 | 1.3469  0.6966 | 1.1672  0.7188 |    76 min |  1.13 s | 75970,2280 
0.0001   76.0 k   3.02  | 1.5354  0.6645 | 1.3499  0.6960 | 1.6698  0.6719 |    77 min |  1.13 s | 75975,2300 
0.0001   76.0 k   3.02  | 1.5354  0.6645 | 1.3414  0.6993 | 1.3327  0.7422 |    78 min |  1.13 s | 75980,2320 

--- [START 2017-12-01 03:41:53] ----------------------------------------------------------------

** some experiment setting **
	SEED         = 123456
	PROJECT_PATH = ./project
	out_dir      = ../
** net setting **
<class 'net.inception_v3.Inception3'>


** dataset setting **
0.0001   76.0 k   3.02  | 1.5354  0.6645 | 1.3483  0.6980 | 1.5530  0.6484 |    78 min |  1.13 s | 75985,2340 
	len(train_dataset)  = 12118359
	len(valid_dataset)  = 252934
	len(train_loader)   = 94674
	len(valid_loadernum_iters)   = 1977
	batch_size  = 128
	iter_accum  = 4
	batch_size*iter_accum  = 512
	loading @ initial_checkpoint = ../checkpoint/resnet_00243000_model.pth
0.0001   76.0 k   3.02  | 1.5354  0.6645 | 1.3509  0.6971 | 1.3772  0.6719 |    79 min |  1.13 s | 75990,2360 
0.0001   76.0 k   3.02  | 1.5354  0.6645 | 1.3554  0.6953 | 1.5372  0.6328 |    79 min |  1.13 s | 75995,2380 

--- [START 2017-12-01 03:44:02] ----------------------------------------------------------------

** some experiment setting **
	SEED         = 123456
	PROJECT_PATH = ./project
	out_dir      = ../
** net setting **
0.0001   76.0 k   3.02  | 1.5354  0.6645 | 1.3520  0.6956 | 1.1720  0.6953 |    80 min |  1.13 s | 76000,2400 
<class 'net.inception_v3.Inception3'>


** dataset setting **
	len(train_dataset)  = 12118359
	len(valid_dataset)  = 252934
	len(train_loader)   = 94674
	len(valid_loadernum_iters)   = 1977
	batch_size  = 128
	iter_accum  = 4
	batch_size*iter_accum  = 512
	loading @ initial_checkpoint = ../trained_models/resnet_00243000_model.pth
	initial_checkpoint = ../trained_models/resnet_00243000_model.pth
0.0001   76.0 k   3.02  | 1.5497  0.6615 | 1.3379  0.6945 | 1.0762  0.7422 |    82 min |  1.13 s | 76005,2420 
0.0001   76.0 k   3.02  | 1.5497  0.6615 | 1.3442  0.6935 | 1.4442  0.6797 |    82 min |  1.13 s | 76010,2440 

--- [START 2017-12-01 03:46:43] ----------------------------------------------------------------

** some experiment setting **
	SEED         = 123456
	PROJECT_PATH = ./project
	out_dir      = ../
** net setting **
<class 'net.resnet101.ResNet101'>


** dataset setting **
0.0001   76.0 k   3.02  | 1.5497  0.6615 | 1.3151  0.7027 | 1.3532  0.7266 |    83 min |  1.13 s | 76015,2460 
	len(train_dataset)  = 12118359
	len(valid_dataset)  = 252934
	len(train_loader)   = 94674
	len(valid_loadernum_iters)   = 1977
	batch_size  = 128
	iter_accum  = 4
	batch_size*iter_accum  = 512
	loading @ initial_checkpoint = ../trained_models/resnet_00243000_model.pth
	initial_checkpoint = ../trained_models/resnet_00243000_model.pth
** start training here! **
	optimizer=<torch.optim.sgd.SGD object at 0x7fbb759f92e8>
   rate   iter   epoch  | valid_loss/acc | train_loss/acc | batch_loss/acc | total time | avg iter time | i j |
----------------------------------------------------------------------------------------------------------------
0.0001   76.0 k   3.02  | 1.5497  0.6615 | 1.3357  0.7006 | 1.3269  0.6719 |    83 min |  1.13 s | 76020,2480 
0.0001   76.0 k   3.02  | 1.5497  0.6615 | 1.3316  0.7007 | 1.3137  0.6641 |    84 min |  1.13 s | 76025,2500 
0.0001   76.0 k   3.02  | 1.5497  0.6615 | 1.3396  0.6991 | 1.3359  0.6797 |    85 min |  1.13 s | 76030,2520 
0.0001   76.0 k   3.02  | 1.5497  0.6615 | 1.3335  0.6996 | 1.4419  0.6797 |    85 min |  1.13 s | 76035,2540 
0.0001   76.0 k   3.02  | 1.5497  0.6615 | 1.3408  0.6989 | 1.5904  0.6016 |    86 min |  1.13 s | 76040,2560 

--- [START 2017-12-01 03:50:24] ----------------------------------------------------------------

** some experiment setting **
	SEED         = 123456
	PROJECT_PATH = ./project
	out_dir      = ../
** net setting **
<class 'net.resnet101.ResNet101'>


** dataset setting **
0.0001   76.0 k   3.02  | 1.5497  0.6615 | 1.3414  0.6988 | 1.2926  0.6953 |    87 min |  1.13 s | 76045,2580 
	len(train_dataset)  = 12118359
	len(valid_dataset)  = 252934
	len(train_loader)   = 94674
	len(valid_loadernum_iters)   = 1977
	batch_size  = 128
	iter_accum  = 4
	batch_size*iter_accum  = 512
	loading @ initial_checkpoint = ../trained_models/resnet_00243000_model.pth
	initial_checkpoint = ../trained_models/resnet_00243000_model.pth
** start training here! **
	optimizer=<torch.optim.sgd.SGD object at 0x7f0a6794b208>
   rate   iter   epoch  | valid_loss/acc | train_loss/acc | batch_loss/acc | total time | avg iter time | i j |
----------------------------------------------------------------------------------------------------------------
0.0001   76.0 k   3.02  | 1.5497  0.6615 | 1.3436  0.6976 | 1.2360  0.6875 |    87 min |  1.13 s | 76050,2600 
0.0001   76.1 k   3.02  | 1.5497  0.6615 | 1.2754  0.7150 | 1.1741  0.7266 |    88 min |  1.13 s | 76055,2620 
0.0001   76.1 k   3.02  | 1.5497  0.6615 | 1.3064  0.7101 | 1.4171  0.7344 |    88 min |  1.13 s | 76060,2640 
0.0001   76.1 k   3.02  | 1.5497  0.6615 | 1.3410  0.7025 | 1.2801  0.6953 |    89 min |  1.13 s | 76065,2660 
0.0001   76.1 k   3.03  | 1.5497  0.6615 | 1.3319  0.7019 | 1.4703  0.6719 |    90 min |  1.13 s | 76070,2680 

--- [START 2017-12-01 03:54:11] ----------------------------------------------------------------

** some experiment setting **
	SEED         = 123456
	PROJECT_PATH = ./project
	out_dir      = ../
** net setting **
<class 'net.resnet101.ResNet101'>


** dataset setting **
0.0001   76.1 k   3.03  | 1.5497  0.6615 | 1.3412  0.6987 | 0.9950  0.7734 |    90 min |  1.13 s | 76075,2700 
	len(train_dataset)  = 12118359
	len(valid_dataset)  = 252934
	len(train_loader)   = 94674
	len(valid_loadernum_iters)   = 1977
	batch_size  = 128
	iter_accum  = 4
	batch_size*iter_accum  = 512
	loading @ initial_checkpoint = ../trained_models/resnet_00243000_model.pth
	initial_checkpoint = ../trained_models/resnet_00243000_model.pth
** start training here! **
	optimizer=<torch.optim.sgd.SGD object at 0x7ff857df7198>
   rate   iter   epoch  | valid_loss/acc | train_loss/acc | batch_loss/acc | total time | avg iter time | i j |
----------------------------------------------------------------------------------------------------------------
0.0001   76.1 k   3.03  | 1.5497  0.6615 | 1.3279  0.7027 | 1.2459  0.7344 |    91 min |  1.13 s | 76080,2720 
0.0001   76.1 k   3.03  | 1.5497  0.6615 | 1.3224  0.7018 | 1.1504  0.7500 |    92 min |  1.13 s | 76085,2740 
0.0001   76.1 k   3.03  | 1.5497  0.6615 | 1.3248  0.7017 | 1.3175  0.7109 |    92 min |  1.13 s | 76090,2760 
0.0001   76.1 k   3.03  | 1.5497  0.6615 | 1.3240  0.7021 | 1.3454  0.6875 |    93 min |  1.13 s | 76095,2780 
0.0001   76.1 k   3.03  | 1.5497  0.6615 | 1.3292  0.7018 | 1.1472  0.7422 |    94 min |  1.13 s | 76100,2800 
0.0001   76.1 k   3.03  | 1.5392  0.6633 | 1.3706  0.6957 | 1.1640  0.7500 |    95 min |  1.13 s | 76105,2820 
0.0001   76.1 k   3.03  | 1.5392  0.6633 | 1.4068  0.6923 | 1.6907  0.6094 |    96 min |  1.13 s | 76110,2840 
0.0001   76.1 k   3.03  | 1.5392  0.6633 | 1.3919  0.6928 | 0.9498  0.7500 |    96 min |  1.13 s | 76115,2860 
0.0001   76.1 k   3.03  | 1.5392  0.6633 | 1.3988  0.6912 | 1.3221  0.7031 |    97 min |  1.13 s | 76120,2880 
0.0001   76.1 k   3.03  | 1.5392  0.6633 | 1.3801  0.6937 | 1.1524  0.7188 |    98 min |  1.13 s | 76125,2900 
0.0001   76.1 k   3.03  | 1.5392  0.6633 | 1.3650  0.6954 | 1.3437  0.6797 |    98 min |  1.13 s | 76130,2920 
0.0001   76.1 k   3.03  | 1.5392  0.6633 | 1.3593  0.6977 | 1.0599  0.7734 |    99 min |  1.13 s | 76135,2940 
0.0001   76.1 k   3.03  | 1.5392  0.6633 | 1.3590  0.6978 | 1.4782  0.6641 |    99 min |  1.13 s | 76140,2960 
0.0001   76.1 k   3.03  | 1.5392  0.6633 | 1.3630  0.6978 | 1.0849  0.7344 |   100 min |  1.13 s | 76145,2980 
0.0001   76.2 k   3.03  | 1.5392  0.6633 | 1.3608  0.6981 | 1.5767  0.6562 |   101 min |  1.13 s | 76150,3000 
0.0001   76.2 k   3.03  | 1.5392  0.6633 | 1.3805  0.6937 | 1.2973  0.7109 |   101 min |  1.13 s | 76155,3020 
0.0001   76.2 k   3.03  | 1.5392  0.6633 | 1.3292  0.6991 | 0.7724  0.7656 |   102 min |  1.13 s | 76160,3040 
0.0001   76.2 k   3.03  | 1.5392  0.6633 | 1.3479  0.6966 | 1.1612  0.7734 |   103 min |  1.13 s | 76165,3060 
0.0001   76.2 k   3.03  | 1.5392  0.6633 | 1.3593  0.6929 | 1.5243  0.6797 |   103 min |  1.13 s | 76170,3080 
0.0001   76.2 k   3.03  | 1.5392  0.6633 | 1.3819  0.6911 | 1.1912  0.7422 |   104 min |  1.13 s | 76175,3100 
0.0001   76.2 k   3.03  | 1.5392  0.6633 | 1.3773  0.6907 | 1.5686  0.6016 |   105 min |  1.13 s | 76180,3120 
